,season,Lg,Team,W,L,W_L_Pct,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top_WS,TRtg,WP82G
331,1988-89,NBA,Cleveland Cavaliers*,57,25,0.695,2nd of 6,7.95,98.0,-2.6,110.6,2.8,102.9,-4.9,Lost E. Conf. 1st Rnd.,L. Wilkens (57-25),"M. Price ,11.3",7.699999999999989,56.989999999999995
332,1987-88,NBA,Cleveland Cavaliers*,42,40,0.512,5th of 6,1.28,97.3,-2.3,106.8,-1.2,106.0,-2.0,Lost E. Conf. 1st Rnd.,L. Wilkens (42-40),"M. Price ,7.8",0.7999999999999972,41.984
333,1986-87,NBA,Cleveland Cavaliers,31,51,0.378,6th of 6,-3.19,101.3,0.5,102.6,-5.7,106.4,-1.9,No,L. Wilkens (31-51),"H. Williams ,7.5",-3.8000000000000114,30.996
334,1985-86,NBA,Cleveland Cavaliers,29,53,0.354,5th of 6,-2.19,101.6,-0.5,105.5,-1.7,108.3,1.1,No,"G. Karl (25-42), G. Littles (4-11)","R. Hinson ,7.4",-2.799999999999997,29.028
335,1984-85,NBA,Cleveland Cavaliers*,36,46,0.439,4th of 6,-2.27,101.9,-0.2,106.0,-1.9,108.7,0.8,Lost E. Conf. 1st Rnd.,G. Karl (36-46),"W. Free ,6.0",-2.700000000000003,35.998
336,1983-84,NBA,Cleveland Cavaliers,28,54,0.341,4th of 6,-3.71,97.4,-4.0,104.1,-3.5,108.5,0.9,No,T. Nissalke (28-54),"W. Free ,5.3",-4.400000000000006,27.962000000000003
337,1982-83,NBA,Cleveland Cavaliers,23,59,0.28,5th of 6,-6.78,97.6,-5.5,99.2,-5.5,106.8,2.1,No,T. Nissalke (23-59),"W. Free ,4.6",-7.599999999999994,22.96
338,1981-82,NBA,Cleveland Cavaliers,15,67,0.183,6th of 6,-7.77,99.3,-1.6,103.3,-3.6,111.8,4.9,No,"D. Delaney (4-11), B. Kloppenburg (0-3), C. Daly (9-32), B. Musselman (2-21)","J. Edwards ,4.3",-8.5,15.006
339,1980-81,NBA,Cleveland Cavaliers,28,54,0.341,5th of 6,-4.15,100.8,-1.0,104.3,-1.2,109.1,3.6,No,"B. Musselman (25-46), D. Delaney (3-8)","M. Mitchell ,6.0",-4.799999999999997,27.962000000000003
340,1979-80,NBA,Cleveland Cavaliers,37,45,0.451,5th of 6,0.43,105.6,2.5,106.7,1.4,106.4,1.1,No,S. Albeck (37-45),"D. Robisch ,8.6",0.29999999999999716,36.982
341,1978-79,NBA,Cleveland Cavaliers,30,52,0.366,5th of 6,-3.57,102.7,-3.1,103.7,-0.1,107.3,3.5,No,B. Fitch (30-52),"C. Russell ,6.7",-3.5999999999999943,30.012
342,1977-78,NBA,Cleveland Cavaliers*,43,39,0.524,3rd of 6,0.44,103.5,-3.2,99.9,-1.0,99.4,-1.5,Lost E. Conf. 1st Rnd.,B. Fitch (43-39),"E. Smith ,6.8",0.5,42.968
343,1976-77,NBA,Cleveland Cavaliers*,43,39,0.524,4th of 6,1.08,101.5,-5.0,100.0,0.5,98.9,-0.6,Lost E. Conf. 1st Rnd.,B. Fitch (43-39),"J. Chones ,5.9",1.0999999999999943,42.968
344,1975-76,NBA,Cleveland Cavaliers*,49,33,0.598,1st of 5,2.34,101.6,-3.9,99.5,1.2,97.0,-1.3,Lost E. Conf. Finals,B. Fitch (49-33),"J. Brewer ,7.9",2.5,49.036
345,1974-75,NBA,Cleveland Cavaliers,40,42,0.488,3rd of 5,-0.31,100.4,-4.1,97.6,-0.1,98.0,0.3,No,B. Fitch (40-42),"D. Snyder ,6.4",-0.4000000000000057,40.016
346,1973-74,NBA,Cleveland Cavaliers,29,53,0.354,4th of 4,-4.16,104.1,-3.7,96.0,-1.7,100.1,2.4,No,B. Fitch (29-53),"L. Wilkens ,6.5",-4.099999999999994,29.028
347,1972-73,NBA,Cleveland Cavaliers,32,50,0.39,4th of 4,-2.64,108.3,-2.4,94.0,-2.8,96.5,-0.3,No,B. Fitch (32-50),"L. Wilkens ,9.5",-2.5,31.98
348,1971-72,NBA,Cleveland Cavaliers,23,59,0.28,4th of 4,-7.9,111.5,-0.5,94.5,-3.4,101.4,3.5,No,B. Fitch (23-59),"B. Beard ,5.9",-6.900000000000006,22.96
349,1970-71,NBA,Cleveland Cavaliers,15,67,0.183,4th of 4,-12.04,110.6,-4.5,92.3,-4.9,102.4,5.2,No,B. Fitch (15-67),"W. Wesley ,4.1",-10.100000000000009,15.006
351,2021-22,NBA,Dallas Mavericks*,52,30,0.634,2nd of 5,3.12,95.4,-2.8,112.8,0.8,109.4,-2.6,Lost W. Conf. Finals,J. Kidd (52-30),"D. Powell ,8.2",3.3999999999999915,51.988
352,2020-21,NBA,Dallas Mavericks*,42,30,0.583,1st of 5,2.26,97.3,-1.9,115.4,3.1,113.0,0.7,Lost W. Conf. 1st Rnd.,R. Carlisle (42-30),"L. Dončić ,7.7",2.4000000000000057,47.806
353,2019-20,NBA,Dallas Mavericks*,43,32,0.573,2nd of 5,4.87,99.3,-1.0,116.7,6.1,111.7,1.1,Lost W. Conf. 1st Rnd.,R. Carlisle (43-32),"L. Dončić ,8.8",5.0,46.986
354,2018-19,NBA,Dallas Mavericks,33,49,0.402,5th of 5,-0.87,99.0,-1.0,109.4,-1.0,110.7,0.3,No,R. Carlisle (33-49),"D. Powell ,7.5",-1.2999999999999972,32.964
355,2017-18,NBA,Dallas Mavericks,24,58,0.293,4th of 5,-2.7,95.6,-1.7,106.3,-2.3,109.5,0.9,No,R. Carlisle (24-58),"D. Powell ,6.6",-3.200000000000003,24.026
356,2016-17,NBA,Dallas Mavericks,33,49,0.402,5th of 5,-2.53,92.2,-4.2,105.6,-3.2,108.8,0.0,No,R. Carlisle (33-49),"S. Curry ,4.6",-3.200000000000003,32.964
357,2015-16,NBA,Dallas Mavericks*,42,40,0.512,2nd of 5,-0.02,94.3,-1.5,106.7,0.3,107.0,0.6,Lost W. Conf. 1st Rnd.,R. Carlisle (42-40),"D. Nowitzki ,6.8",-0.29999999999999716,41.984
358,2014-15,NBA,Dallas Mavericks*,50,32,0.61,4th of 5,3.36,95.2,1.3,109.5,3.9,106.4,0.8,Lost W. Conf. 1st Rnd.,R. Carlisle (50-32),"T. Chandler ,10.3",3.0999999999999943,50.019999999999996
359,2013-14,NBA,Dallas Mavericks*,49,33,0.598,4th of 5,2.91,93.5,-0.4,111.2,4.5,108.7,2.0,Lost W. Conf. 1st Rnd.,R. Carlisle (49-33),"D. Nowitzki ,10.9",2.5,49.036
360,2012-13,NBA,Dallas Mavericks,41,41,0.5,4th of 5,-0.24,94.1,2.1,105.9,0.0,106.5,0.6,No,R. Carlisle (41-41),"V. Carter ,6.0",-0.5999999999999943,41.0
361,2011-12,NBA,Dallas Mavericks*,36,30,0.545,3rd of 5,1.78,91.4,0.1,103.3,-1.3,102.3,-2.3,Lost W. Conf. 1st Rnd.,R. Carlisle (36-30),"D. Nowitzki ,7.6",1.0,44.690000000000005
362,2010-11,NBA,Dallas Mavericks*,57,25,0.695,2nd of 5,4.41,91.3,-0.8,109.7,2.4,105.0,-2.3,Won Finals,R. Carlisle (57-25),"D. Nowitzki ,11.1",4.700000000000003,56.989999999999995
363,2009-10,NBA,Dallas Mavericks*,55,27,0.671,1st of 5,2.66,92.5,-0.2,109.2,1.6,106.3,-1.3,Lost W. Conf. 1st Rnd.,R. Carlisle (55-27),"D. Nowitzki ,12.3",2.9000000000000057,55.022000000000006
364,2008-09,NBA,Dallas Mavericks*,50,32,0.61,3rd of 5,1.68,91.5,-0.2,110.5,2.2,108.4,0.1,Lost W. Conf. Semis,R. Carlisle (50-32),"D. Nowitzki ,10.9",2.0999999999999943,50.019999999999996
365,2007-08,NBA,Dallas Mavericks*,51,31,0.622,4th of 5,4.7,90.2,-2.2,111.1,3.6,106.1,-1.4,Lost W. Conf. 1st Rnd.,A. Johnson (51-31),"D. Nowitzki ,12.9",5.0,51.004
366,2006-07,NBA,Dallas Mavericks*,67,15,0.817,1st of 5,7.28,89.5,-2.4,111.3,4.8,103.2,-3.3,Lost W. Conf. 1st Rnd.,A. Johnson (67-15),"D. Nowitzki ,16.3",8.099999999999994,66.994
367,2005-06,NBA,Dallas Mavericks*,60,22,0.732,2nd of 5,5.96,87.8,-2.7,111.8,5.6,105.0,-1.2,Lost Finals,A. Johnson (60-22),"D. Nowitzki ,17.7",6.799999999999997,60.024
368,2004-05,NBA,Dallas Mavericks*,58,24,0.707,2nd of 5,5.86,92.7,1.8,110.3,4.2,104.1,-2.0,Lost W. Conf. Semis,"D. Nelson (42-22), A. Johnson (16-2)","D. Nowitzki ,15.6",6.200000000000003,57.974
369,2003-04,NBA,Dallas Mavericks*,52,30,0.634,3rd of 7,4.86,93.2,3.1,112.1,9.2,107.4,4.5,Lost W. Conf. 1st Rnd.,D. Nelson (52-30),"D. Nowitzki ,11.5",4.699999999999989,51.988
370,2002-03,NBA,Dallas Mavericks*,60,22,0.732,2nd of 7,7.9,92.5,1.5,110.7,7.1,102.3,-1.3,Lost W. Conf. Finals,D. Nelson (60-22),"D. Nowitzki ,16.1",8.400000000000006,60.024
371,2001-02,NBA,Dallas Mavericks*,57,25,0.695,2nd of 7,4.41,92.8,2.1,112.2,7.7,107.7,3.2,Lost W. Conf. Semis,D. Nelson (57-25),"D. Nowitzki ,13.4",4.5,56.989999999999995
372,2000-01,NBA,Dallas Mavericks*,53,29,0.646,3rd of 7,4.61,93.2,1.9,107.1,4.1,102.6,-0.4,Lost W. Conf. Semis,D. Nelson (53-29),"D. Nowitzki ,14.6",4.5,52.972
373,1999-00,NBA,Dallas Mavericks,40,42,0.488,4th of 7,-0.29,94.9,1.8,106.6,2.5,107.2,3.1,No,D. Nelson (40-42),"M. Finley ,8.3",-0.6000000000000085,40.016
374,1998-99,NBA,Dallas Mavericks,19,31,0.38,5th of 7,-2.5,89.0,0.1,102.3,0.1,104.9,2.7,No,D. Nelson (19-31),"M. Finley ,5.4",-2.6000000000000085,31.16
375,1997-98,NBA,Dallas Mavericks,20,62,0.244,5th of 7,-6.33,89.9,-0.4,100.5,-4.5,107.2,2.2,No,"J. Cleamons (4-12), D. Nelson (16-50)","M. Finley ,7.5",-6.700000000000003,20.008
376,1996-97,NBA,Dallas Mavericks,24,58,0.293,4th of 7,-6.47,89.0,-1.1,101.1,-5.6,108.2,1.5,No,J. Cleamons (24-58),"A. Green ,4.0",-7.1000000000000085,24.026
377,1995-96,NBA,Dallas Mavericks,26,56,0.317,6th of 7,-4.71,95.4,3.6,106.1,-1.5,111.2,3.6,No,D. Motta (26-56),"G. McCloud ,5.8",-5.1000000000000085,25.994
378,1994-95,NBA,Dallas Mavericks,36,46,0.439,5th of 6,-2.39,94.7,1.8,107.6,-0.7,110.6,2.3,No,D. Motta (36-46),"J. Mashburn ,6.3",-3.0,35.998
379,1993-94,NBA,Dallas Mavericks,13,69,0.159,6th of 6,-8.19,94.5,-0.6,100.4,-5.9,109.6,3.3,No,Q. Buckner (13-69),"P. Jones ,3.6",-9.199999999999989,13.038
380,1992-93,NBA,Dallas Mavericks,11,71,0.134,6th of 6,-14.68,99.5,2.7,99.5,-8.5,114.7,6.7,No,"R. Adubato (2-27), G. Heard (9-44)","D. Harper ,2.7",-15.200000000000003,10.988000000000001
381,1991-92,NBA,Dallas Mavericks,22,60,0.268,5th of 6,-7.47,94.4,-2.2,103.0,-5.2,111.1,2.9,No,R. Adubato (22-60),"R. Blackman ,3.8",-8.099999999999994,21.976000000000003
382,1990-91,NBA,Dallas Mavericks,28,54,0.341,6th of 7,-4.27,94.2,-3.6,105.5,-2.4,110.3,2.4,No,R. Adubato (28-54),"D. Harper ,7.6",-4.799999999999997,27.962000000000003
383,1989-90,NBA,Dallas Mavericks*,47,35,0.573,3rd of 7,0.42,94.5,-3.8,107.2,-0.9,107.2,-0.9,Lost W. Conf. 1st Rnd.,"J. MacLeod (5-6), R. Adubato (42-29)","D. Harper ,9.9",0.0,46.986
384,1988-89,NBA,Dallas Mavericks,38,44,0.463,4th of 6,-1.79,95.9,-4.7,107.4,-0.4,108.6,0.8,No,J. MacLeod (38-44),"D. Harper ,8.0",-1.1999999999999886,37.966
385,1987-88,NBA,Dallas Mavericks*,53,29,0.646,2nd of 6,3.59,97.0,-2.6,112.2,4.2,107.7,-0.3,Lost W. Conf. Finals,J. MacLeod (53-29),"D. Harper ,9.1",4.5,52.972
386,1986-87,NBA,Dallas Mavericks*,55,27,0.671,1st of 6,5.54,100.5,-0.3,114.9,6.6,108.7,0.4,Lost W. Conf. 1st Rnd.,D. Motta (55-27),"J. Donaldson ,10.4",6.200000000000003,55.022000000000006
387,1985-86,NBA,Dallas Mavericks*,44,38,0.537,3rd of 6,0.7,102.2,0.1,112.1,4.9,111.0,3.8,Lost W. Conf. Semis,D. Motta (44-38),"S. Perkins ,7.3",1.0999999999999943,44.034000000000006
388,1984-85,NBA,Dallas Mavericks*,44,38,0.537,3rd of 6,1.8,98.8,-3.3,111.5,3.6,109.3,1.4,Lost W. Conf. 1st Rnd.,D. Motta (44-38),"B. Davis ,7.4",2.200000000000003,44.034000000000006
389,1983-84,NBA,Dallas Mavericks*,43,39,0.524,2nd of 6,0.15,99.0,-2.4,110.0,2.4,109.6,2.0,Lost W. Conf. Semis,D. Motta (43-39),"R. Blackman ,9.8",0.4000000000000057,42.968
390,1982-83,NBA,Dallas Mavericks,38,44,0.463,4th of 6,-0.7,102.8,-0.3,109.4,4.7,109.8,5.1,No,D. Motta (38-44),"B. Davis ,7.3",-0.3999999999999915,37.966
391,1981-82,NBA,Dallas Mavericks,28,54,0.341,5th of 6,-4.48,98.5,-2.4,105.9,-1.0,110.4,3.5,No,D. Motta (28-54),"J. Vincent ,5.6",-4.5,27.962000000000003
392,1980-81,NBA,Dallas Mavericks,15,67,0.183,6th of 6,-8.33,98.6,-3.2,102.4,-3.1,110.8,5.3,No,D. Motta (15-67),"J. Spanarkel ,5.5",-8.399999999999991,15.006
394,2021-22,NBA,Denver Nuggets*,48,34,0.585,2nd of 5,2.16,97.8,-0.4,114.5,2.5,112.1,0.1,Lost W. Conf. 1st Rnd.,M. Malone (48-34),"N. Jokić ,15.2",2.4000000000000057,47.97
395,2020-21,NBA,Denver Nuggets*,47,25,0.653,2nd of 5,4.82,97.1,-2.1,117.1,4.8,112.1,-0.2,Lost W. Conf. Semis,M. Malone (47-25),"N. Jokić ,15.6",5.0,53.546
396,2019-20,NBA,Denver Nuggets*,46,27,0.63,1st of 5,2.35,97.1,-3.2,113.1,2.5,111.0,0.4,Lost W. Conf. Finals,M. Malone (46-27),"N. Jokić ,9.8",2.0999999999999943,51.660000000000004
397,2018-19,NBA,Denver Nuggets*,54,28,0.659,1st of 5,4.19,97.7,-2.3,113.0,2.6,108.9,-1.5,Lost W. Conf. Semis,M. Malone (54-28),"N. Jokić ,11.8",4.099999999999994,54.038000000000004
398,2017-18,NBA,Denver Nuggets,46,36,0.561,5th of 5,1.57,96.8,-0.5,112.5,3.9,111.0,2.4,No,M. Malone (46-36),"N. Jokić ,10.7",1.5,46.002
399,2016-17,NBA,Denver Nuggets,40,42,0.488,4th of 5,0.7,98.3,1.9,113.2,4.4,112.7,3.9,No,M. Malone (40-42),"N. Jokić ,9.7",0.5,40.016
400,2015-16,NBA,Denver Nuggets,33,49,0.402,4th of 5,-2.81,95.7,-0.1,105.6,-0.8,108.9,2.5,No,M. Malone (33-49),"N. Jokić ,6.7",-3.3000000000000114,32.964
401,2014-15,NBA,Denver Nuggets,30,52,0.366,4th of 5,-3.07,96.1,2.2,104.5,-1.1,108.2,2.6,No,"B. Shaw (20-39), M. Hunt (10-13)","T. Lawson ,7.0",-3.700000000000003,30.012
402,2013-14,NBA,Denver Nuggets,36,46,0.439,4th of 5,-1.4,98.1,4.2,106.0,-0.7,108.2,1.5,No,B. Shaw (36-46),"K. Faried ,6.5",-2.200000000000003,35.998
403,2012-13,NBA,Denver Nuggets*,57,25,0.695,2nd of 5,5.37,95.1,3.1,110.4,4.5,105.1,-0.8,Lost W. Conf. 1st Rnd.,G. Karl (57-25),"K. Faried ,7.8",5.300000000000011,56.989999999999995
404,2011-12,NBA,Denver Nuggets*,38,28,0.576,2nd of 5,3.16,94.2,2.9,109.2,4.6,106.2,1.6,Lost W. Conf. 1st Rnd.,G. Karl (38-28),"T. Lawson ,6.9",3.0,47.232
405,2010-11,NBA,Denver Nuggets*,50,32,0.61,2nd of 5,4.81,95.6,3.5,112.3,5.0,107.3,0.0,Lost W. Conf. 1st Rnd.,G. Karl (50-32),"N. Hilário ,9.6",5.0,50.019999999999996
406,2009-10,NBA,Denver Nuggets*,53,29,0.646,1st of 5,4.15,94.8,2.1,111.8,4.2,107.5,-0.1,Lost W. Conf. 1st Rnd.,G. Karl (53-29),"N. Hilário ,10.8",4.299999999999997,52.972
407,2008-09,NBA,Denver Nuggets*,54,28,0.659,1st of 5,3.13,94.3,2.6,110.4,2.1,106.8,-1.5,Lost W. Conf. Finals,G. Karl (54-28),"C. Billups ,9.9",3.6000000000000085,54.038000000000004
408,2007-08,NBA,Denver Nuggets*,50,32,0.61,2nd of 5,3.74,99.7,7.3,110.0,2.5,106.3,-1.2,Lost W. Conf. 1st Rnd.,G. Karl (50-32),"A. Iverson ,11.6",3.700000000000003,50.019999999999996
409,2006-07,NBA,Denver Nuggets*,45,37,0.549,2nd of 5,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,Lost W. Conf. 1st Rnd.,G. Karl (45-37),"M. Camby ,7.6",1.6999999999999886,45.018
410,2005-06,NBA,Denver Nuggets*,44,38,0.537,1st of 5,0.36,93.9,3.4,105.5,-0.7,105.2,-1.0,Lost W. Conf. 1st Rnd.,G. Karl (44-38),"C. Anthony ,9.4",0.29999999999999716,44.034000000000006
411,2004-05,NBA,Denver Nuggets*,49,33,0.598,2nd of 5,2.23,93.5,2.6,106.0,-0.1,103.9,-2.2,Lost W. Conf. 1st Rnd.,"J. Bzdelik (13-15), M. Cooper (4-10), G. Karl (32-8)","A. Miller ,7.0",2.0999999999999943,49.036
412,2003-04,NBA,Denver Nuggets*,43,39,0.524,6th of 7,1.65,93.3,3.2,103.9,1.0,102.7,-0.2,Lost W. Conf. 1st Rnd.,J. Bzdelik (43-39),"A. Miller ,8.8",1.2000000000000028,42.968
413,2002-03,NBA,Denver Nuggets,17,65,0.207,7th of 7,-7.41,91.0,0.0,92.2,-11.4,101.3,-2.3,No,J. Bzdelik (17-65),"J. Howard ,6.0",-9.099999999999994,16.974
414,2001-02,NBA,Denver Nuggets,27,55,0.329,6th of 7,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,No,"D. Issel (9-17), M. Evans (18-38)","R. LaFrentz ,4.5",-6.3999999999999915,26.978
415,2000-01,NBA,Denver Nuggets,40,42,0.488,6th of 7,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,No,D. Issel (40-42),"A. McDyess ,7.8",-2.5999999999999943,40.016
416,1999-00,NBA,Denver Nuggets,35,47,0.427,5th of 7,-1.76,94.7,1.6,103.5,-0.6,105.8,1.7,No,D. Issel (35-47),"A. McDyess ,6.2",-2.299999999999997,35.013999999999996
417,1998-99,NBA,Denver Nuggets,14,36,0.28,6th of 7,-6.67,90.5,1.6,103.1,0.9,110.4,8.2,No,M. D'Antoni (14-36),"D. Fortson ,4.4",-7.300000000000011,22.96
418,1997-98,NBA,Denver Nuggets,11,71,0.134,7th of 7,-11.74,89.7,-0.6,99.0,-6.0,112.1,7.1,No,B. Hanzlik (11-71),"A. Goldwire ,3.0",-13.099999999999994,10.988000000000001
419,1996-97,NBA,Denver Nuggets,21,61,0.256,5th of 7,-6.4,92.4,2.3,104.5,-2.2,111.2,4.5,No,"B. Bickerstaff (4-9), D. Motta (17-52)","E. Johnson ,5.2",-6.700000000000003,20.992
420,1995-96,NBA,Denver Nuggets,35,47,0.427,4th of 7,-2.62,92.2,0.4,105.2,-2.4,108.1,0.5,No,B. Bickerstaff (35-47),"D. Mutombo ,7.6",-2.8999999999999915,35.013999999999996
421,1994-95,NBA,Denver Nuggets*,41,41,0.5,4th of 6,0.96,91.5,-1.4,109.1,0.8,108.2,-0.1,Lost W. Conf. 1st Rnd.,"D. Issel (18-16), G. Littles (3-13), B. Bickerstaff (20-12)","D. Mutombo ,8.7",0.8999999999999915,41.0
422,1993-94,NBA,Denver Nuggets*,42,40,0.512,4th of 6,1.54,96.1,1.0,103.9,-2.4,102.3,-4.0,Lost W. Conf. Semis,D. Issel (42-40),"D. Mutombo ,9.4",1.6000000000000085,41.984
423,1992-93,NBA,Denver Nuggets,36,46,0.439,4th of 6,-2.14,99.8,3.0,104.6,-3.4,106.3,-1.7,No,D. Issel (36-46),"D. Mutombo ,8.8",-1.7000000000000028,35.998
424,1991-92,NBA,Denver Nuggets,24,58,0.293,4th of 6,-7.59,98.6,2.0,100.7,-7.5,108.6,0.4,No,P. Westhead (24-58),"R. Williams ,6.6",-7.8999999999999915,24.026
425,1990-91,NBA,Denver Nuggets,20,62,0.244,7th of 7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,No,P. Westhead (20-62),"M. Adams ,6.3",-9.5,20.008
426,1989-90,NBA,Denver Nuggets*,43,39,0.524,4th of 7,1.56,105.4,7.1,108.0,-0.1,106.7,-1.4,Lost W. Conf. 1st Rnd.,D. Moe (43-39),"F. Lever ,8.8",1.2999999999999972,42.968
427,1988-89,NBA,Denver Nuggets*,44,38,0.537,3rd of 6,0.91,107.5,6.9,108.6,0.8,107.1,-0.7,Lost W. Conf. 1st Rnd.,D. Moe (44-38),"F. Lever ,9.2",1.5,44.034000000000006
428,1987-88,NBA,Denver Nuggets*,54,28,0.659,1st of 6,3.32,105.5,5.9,110.1,2.1,106.3,-1.7,Lost W. Conf. Semis,D. Moe (54-28),"F. Lever ,10.4",3.799999999999997,54.038000000000004
429,1986-87,NBA,Denver Nuggets*,37,45,0.451,4th of 6,-1.14,106.2,5.4,109.3,1.0,110.2,1.9,Lost W. Conf. 1st Rnd.,D. Moe (37-45),"F. Lever ,9.7",-0.9000000000000057,36.982
430,1985-86,NBA,Denver Nuggets*,47,35,0.573,2nd of 6,0.89,106.7,4.6,107.1,-0.1,105.9,-1.3,Lost W. Conf. Semis,D. Moe (47-35),"A. English ,9.8",1.1999999999999886,46.986
431,1984-85,NBA,Denver Nuggets*,52,30,0.634,1st of 6,2.05,107.6,5.5,110.7,2.8,108.4,0.5,Lost W. Conf. Finals,D. Moe (52-30),"C. Natt ,10.2",2.299999999999997,51.988
432,1983-84,NBA,Denver Nuggets*,38,44,0.463,3rd of 6,-1.27,110.5,9.1,111.3,3.7,112.3,4.7,Lost W. Conf. 1st Rnd.,D. Moe (38-44),"K. Vandeweghe ,10.3",-1.0,37.966
433,1982-83,NBA,Denver Nuggets*,45,37,0.549,2nd of 6,0.27,112.1,9.0,109.7,5.0,109.1,4.4,Lost W. Conf. Semis,D. Moe (45-37),"K. Vandeweghe ,11.0",0.6000000000000085,45.018
434,1981-82,NBA,Denver Nuggets*,46,36,0.561,2nd of 6,0.13,109.8,8.9,114.3,7.4,113.9,7.0,Lost W. Conf. 1st Rnd.,D. Moe (46-36),"D. Issel ,9.8",0.3999999999999915,46.002
435,1980-81,NBA,Denver Nuggets,37,45,0.451,4th of 6,-0.95,109.8,8.0,109.4,3.9,109.8,4.3,No,"D. Walsh (11-20), D. Moe (26-25)","D. Issel ,10.5",-0.3999999999999915,36.982
436,1979-80,NBA,Denver Nuggets,30,52,0.366,3rd of 5,-4.22,103.9,0.8,103.4,-1.9,107.6,2.3,No,D. Walsh (30-52),"D. Issel ,11.5",-4.199999999999989,30.012
437,1978-79,NBA,Denver Nuggets*,47,35,0.573,2nd of 5,1.24,105.9,0.1,104.4,0.6,103.2,-0.6,Lost W. Conf. 1st Rnd.,"L. Brown (28-25), D. Walsh (19-10)","D. Issel ,9.8",1.2000000000000028,46.986
438,1977-78,NBA,Denver Nuggets*,48,34,0.585,1st of 6,0.8,108.5,1.8,102.3,1.4,101.5,0.6,Lost W. Conf. Finals,L. Brown (48-34),"D. Thompson ,12.7",0.7999999999999972,47.97
439,1976-77,NBA,Denver Nuggets*,50,32,0.61,1st of 6,4.95,111.2,4.7,100.7,1.2,96.1,-3.4,Lost W. Conf. Semis,L. Brown (50-32),"B. Jones ,11.0",4.6000000000000085,50.019999999999996
440,1975-76,ABA,Denver Nuggets*,60,24,0.714,1st of 0,5.45,111.2,4.3,108.7,4.6,103.4,-0.7,Lost Finals,L. Brown (60-24),"D. Issel ,12.5",5.299999999999997,58.547999999999995
441,1974-75,ABA,Denver Nuggets*,65,19,0.774,1st of 5,6.63,107.6,4.5,109.4,4.7,102.7,-2.0,Lost W. Div. Finals,L. Brown (65-19),"B. Jones ,10.2",6.700000000000003,63.468
442,1973-74,ABA,Denver Rockets*,37,47,0.44,5th of 5,-0.49,103.2,0.6,103.1,0.1,103.5,0.5,Lost W. Div. Tiebreaker,A. Hannum (37-47),"D. Robisch ,9.1",-0.4000000000000057,36.08
443,1972-73,ABA,Denver Rockets*,47,37,0.56,3rd of 5,2.8,106.8,-2.5,103.1,1.3,100.1,-1.7,Lost W. Div. Semis,A. Hannum (47-37),"W. Jabali ,10.7",3.0,45.92
444,1971-72,ABA,Denver Rockets*,34,50,0.405,4th of 5,-0.93,112.8,0.9,98.4,-2.2,99.5,-1.1,Lost W. Div. Semis,A. Hannum (34-50),"R. Simpson ,7.2",-1.0999999999999943,33.21
445,1970-71,ABA,Denver Rockets*,30,54,0.357,5th of 5,-3.15,113.9,2.8,102.8,-2.2,106.3,1.3,Lost W. Div. Tiebreaker,"J. Belmont (3-10), S. Albeck (27-44)","L. Cannon ,7.2",-3.5,29.273999999999997
446,1969-70,ABA,Denver Rockets*,51,33,0.607,1st of 5,4.32,107.6,-1.6,106.2,3.5,102.2,-0.5,Lost W. Div. Finals,"J. McLendon (9-19), J. Belmont (42-14)","S. Haywood ,17.1",4.0,49.774
447,1968-69,ABA,Denver Rockets*,44,34,0.564,3rd of 6,1.41,106.9,-2.5,106.4,2.4,105.0,1.0,Lost W. Div. Semis,B. Bass (44-34),"L. Jones ,10.9",1.4000000000000057,46.248
448,1967-68,ABA,Denver Rockets*,45,33,0.577,3rd of 6,3.53,103.0,-4.0,102.0,0.7,97.9,-3.4,Lost W. Div. Semis,B. Bass (45-33),"L. Jones ,11.8",4.099999999999994,47.31399999999999
450,2021-22,NBA,Detroit Pistons,23,59,0.28,5th of 5,-7.36,98.4,0.2,106.0,-6.0,113.8,1.8,No,D. Casey (23-59),"S. Bey ,4.0",-7.799999999999997,22.96
451,2020-21,NBA,Detroit Pistons,20,52,0.278,5th of 5,-4.38,97.9,-1.3,108.0,-4.3,112.5,0.2,No,D. Casey (20-52),"M. Plumlee ,5.1",-4.5,22.796000000000003
452,2019-20,NBA,Detroit Pistons,20,46,0.303,4th of 5,-4.38,97.6,-2.7,109.0,-1.6,112.7,2.1,No,D. Casey (20-46),"C. Wood ,5.1",-3.700000000000003,24.846
453,2018-19,NBA,Detroit Pistons*,41,41,0.5,3rd of 5,-0.56,97.4,-2.6,109.0,-1.4,109.2,-1.2,Lost E. Conf. 1st Rnd.,D. Casey (41-41),"A. Drummond ,10.0",-0.20000000000000284,41.0
454,2017-18,NBA,Detroit Pistons,39,43,0.476,4th of 5,-0.26,96.2,-1.1,107.2,-1.4,107.3,-1.3,No,S. Van Gundy (39-43),"A. Drummond ,10.3",-0.09999999999999432,39.032
455,2016-17,NBA,Detroit Pistons,37,45,0.451,5th of 5,-1.29,95.0,-1.4,106.0,-2.8,107.1,-1.7,No,S. Van Gundy (37-45),"T. Harris ,6.8",-1.0999999999999943,36.982
