,season,Lg,Team,W,L,W_L_Pct,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top_WS,TRtg,WP82G
826,1962-63,NBA,Los Angeles Lakers*,53,27,0.663,1st of 5,2.67,117.8,2.8,97.4,1.5,94.7,-1.2,Lost Finals,F. Schaus (53-27),"E. Baylor ,14.4",2.700000000000003,54.366
827,1961-62,NBA,Los Angeles Lakers*,54,26,0.675,1st of 5,1.8,123.3,2.0,95.0,1.4,93.3,-0.3,Lost Finals,F. Schaus (54-26),"J. West ,12.9",1.7000000000000028,55.35
828,1960-61,NBA,Los Angeles Lakers*,36,43,0.456,2nd of 4,-0.11,124.9,1.4,90.8,-1.3,90.9,-1.2,Lost W. Div. Finals,F. Schaus (36-43),"E. Baylor ,14.8",-0.10000000000000853,37.392
829,1959-60,NBA,Minneapolis Lakers*,25,50,0.333,3rd of 4,-4.14,121.2,-1.1,87.7,-3.4,91.2,0.1,Lost W. Div. Finals,"J. Castellani (11-25), J. Pollard (14-25)","E. Baylor ,11.5",-3.5,27.306
830,1958-59,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-1.42,115.5,3.5,90.8,0.6,91.9,1.7,Lost Finals,J. Kundla (33-39),"E. Baylor ,9.8",-1.1000000000000085,37.556000000000004
831,1957-58,NBA,Minneapolis Lakers,19,53,0.264,4th of 4,-5.78,118.8,1.8,88.0,-0.8,93.3,4.5,No,"G. Mikan (9-30), J. Kundla (10-23)","V. Mikkelsen ,6.5",-5.299999999999997,21.648
832,1956-57,NBA,Minneapolis Lakers*,34,38,0.472,2nd of 4,-0.89,114.8,9.9,88.5,-0.4,89.2,0.3,Lost W. Div. Finals,J. Kundla (34-38),"C. Lovellette ,8.2",-0.7000000000000028,38.704
833,1955-56,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-0.92,108.0,5.2,91.5,1.2,92.4,2.1,Lost W. Div. Semis,J. Kundla (33-39),"C. Lovellette ,8.1",-0.9000000000000057,37.556000000000004
834,1954-55,NBA,Minneapolis Lakers*,40,32,0.556,2nd of 4,0.96,105.5,7.4,89.7,-0.1,88.6,-1.2,Lost W. Div. Finals,J. Kundla (40-32),"V. Mikkelsen ,10.9",1.1000000000000085,45.592000000000006
835,1953-54,NBA,Minneapolis Lakers*,46,26,0.639,1st of 4,2.71,93.5,9.9,86.8,-0.7,83.5,-4.0,Won Finals,J. Kundla (46-26),"G. Mikan ,12.7",3.299999999999997,52.398
836,1952-53,NBA,Minneapolis Lakers*,48,22,0.686,1st of 5,5.54,93.7,13.3,90.1,2.1,83.6,-4.1,Won Finals,J. Kundla (48-22),"G. Mikan ,14.6",6.5,56.252
837,1951-52,NBA,Minneapolis Lakers*,40,26,0.606,2nd of 5,5.28,97.2,11.4,85.3,-1.6,79.3,-7.6,Won Finals,J. Kundla (40-26),"G. Mikan ,14.4",6.0,49.692
838,1950-51,NBA,Minneapolis Lakers*,44,24,0.647,1st of 5,4.79,94.8,9.3,86.4,1.3,80.7,-4.4,Lost W. Div. Finals,J. Kundla (44-24),"G. Mikan ,23.4",5.700000000000003,53.054
842,2021-22,NBA,Memphis Grizzlies*,56,26,0.683,1st of 5,5.37,100.3,2.1,114.6,2.6,109.0,-3.0,Lost W. Conf. Semis,T. Jenkins (56-26),"D. Bane ,7.2",5.599999999999994,56.00600000000001
843,2020-21,NBA,Memphis Grizzlies*,38,34,0.528,2nd of 5,1.07,100.4,1.2,112.0,-0.3,111.0,-1.3,Lost W. Conf. 1st Rnd.,T. Jenkins (38-34),"J. Valančiūnas ,7.8",1.0,43.296
844,2019-20,NBA,Memphis Grizzlies,34,39,0.466,3rd of 5,-0.91,102.8,2.5,109.2,-1.4,110.3,-0.3,No,T. Jenkins (34-39),"J. Valančiūnas ,7.0",-1.0999999999999943,38.212
845,2018-19,NBA,Memphis Grizzlies,33,49,0.402,3rd of 5,-2.08,96.6,-3.4,106.1,-4.3,108.8,-1.6,No,J. Bickerstaff (33-49),"M. Conley ,8.0",-2.700000000000003,32.964
846,2017-18,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-5.81,94.9,-2.4,104.5,-4.1,111.0,2.4,No,"D. Fizdale (7-12), J. Bickerstaff (15-48)","T. Evans ,4.2",-6.5,21.976000000000003
847,2016-17,NBA,Memphis Grizzlies*,43,39,0.524,3rd of 5,0.96,92.3,-4.1,107.7,-1.1,107.1,-1.7,Lost W. Conf. 1st Rnd.,D. Fizdale (43-39),"M. Conley ,10.0",0.6000000000000085,42.968
848,2015-16,NBA,Memphis Grizzlies*,42,40,0.512,3rd of 5,-2.14,93.3,-2.5,105.4,-1.0,107.8,1.4,Lost W. Conf. 1st Rnd.,D. Joerger (42-40),"M. Conley ,5.3",-2.3999999999999915,41.984
849,2014-15,NBA,Memphis Grizzlies*,55,27,0.671,2nd of 5,3.62,92.0,-1.9,105.7,0.1,102.2,-3.4,Lost W. Conf. Semis,D. Joerger (55-27),"M. Gasol ,10.2",3.5,55.022000000000006
850,2013-14,NBA,Memphis Grizzlies*,50,32,0.61,3rd of 5,2.18,89.9,-4.0,106.3,-0.4,104.6,-2.1,Lost W. Conf. 1st Rnd.,D. Joerger (50-32),"M. Conley ,8.2",1.7000000000000028,50.019999999999996
851,2012-13,NBA,Memphis Grizzlies*,56,26,0.683,2nd of 5,4.32,88.4,-3.6,104.9,-1.0,100.3,-5.6,Lost W. Conf. Finals,L. Hollins (56-26),"M. Gasol ,11.5",4.6000000000000085,56.00600000000001
852,2011-12,NBA,Memphis Grizzlies*,41,25,0.621,2nd of 5,2.43,90.8,-0.5,104.0,-0.6,101.8,-2.8,Lost W. Conf. 1st Rnd.,L. Hollins (41-25),"M. Gasol ,8.2",2.200000000000003,50.922
853,2010-11,NBA,Memphis Grizzlies*,46,36,0.561,4th of 5,2.55,91.9,-0.2,107.6,0.3,105.1,-2.2,Lost W. Conf. Semis,L. Hollins (46-36),"Z. Randolph ,10.5",2.5,46.002
854,2009-10,NBA,Memphis Grizzlies,40,42,0.488,4th of 5,-1.39,93.6,0.9,108.3,0.7,109.9,2.3,No,L. Hollins (40-42),"Z. Randolph ,9.7",-1.6000000000000085,40.016
855,2008-09,NBA,Memphis Grizzlies,24,58,0.293,5th of 5,-5.23,90.1,-1.6,103.5,-4.8,109.5,1.2,No,"M. Iavaroni (11-30), J. Davis (0-2), L. Hollins (13-26)","M. Gasol ,6.4",-6.0,24.026
856,2007-08,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-5.76,95.3,2.9,105.0,-2.5,111.4,3.9,No,M. Iavaroni (22-60),"M. Miller ,5.0",-6.400000000000006,21.976000000000003
857,2006-07,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-4.44,93.6,1.7,106.9,0.4,112.3,5.8,No,"M. Fratello (6-24), T. Barone (16-36)","P. Gasol ,6.9",-5.3999999999999915,21.976000000000003
858,2005-06,NBA,Memphis Grizzlies*,49,33,0.598,3rd of 5,3.74,86.3,-4.2,105.9,-0.3,101.6,-4.6,Lost W. Conf. 1st Rnd.,M. Fratello (49-33),"P. Gasol ,12.0",4.300000000000011,49.036
859,2004-05,NBA,Memphis Grizzlies*,45,37,0.549,4th of 5,2.64,88.5,-2.4,105.5,-0.6,102.9,-3.2,Lost W. Conf. 1st Rnd.,"H. Brown (5-7), L. Hollins (0-4), M. Fratello (40-26)","S. Battier ,7.8",2.5999999999999943,45.018
860,2003-04,NBA,Memphis Grizzlies*,50,32,0.61,4th of 7,2.95,91.4,1.3,104.8,1.9,102.2,-0.7,Lost W. Conf. 1st Rnd.,H. Brown (50-32),"J. Posey ,10.0",2.5999999999999943,50.019999999999996
861,2002-03,NBA,Memphis Grizzlies,28,54,0.341,6th of 7,-2.6,92.7,1.7,103.9,0.3,107.3,3.7,No,"S. Lowe (0-8), H. Brown (28-46)","P. Gasol ,8.5",-3.3999999999999915,27.962000000000003
862,2001-02,NBA,Memphis Grizzlies,23,59,0.28,7th of 7,-6.74,91.1,0.4,98.2,-6.3,106.3,1.8,No,S. Lowe (23-59),"P. Gasol ,7.6",-8.099999999999994,22.96
863,2000-01,NBA,Vancouver Grizzlies,23,59,0.28,7th of 7,-4.94,91.7,0.4,99.6,-3.4,105.8,2.8,No,S. Lowe (23-59),"S. Abdur-Rahim ,8.5",-6.200000000000003,22.96
864,1999-00,NBA,Vancouver Grizzlies,22,60,0.268,7th of 7,-5.1,91.0,-2.1,102.3,-1.8,108.5,4.4,No,"B. Hill (4-18), L. Hollins (18-42)","S. Abdur-Rahim ,8.8",-6.200000000000003,21.976000000000003
865,1998-99,NBA,Vancouver Grizzlies,8,42,0.16,7th of 7,-8.94,89.0,0.1,98.4,-3.8,107.9,5.7,No,B. Hill (8-42),"S. Abdur-Rahim ,4.6",-9.5,13.120000000000001
866,1997-98,NBA,Vancouver Grizzlies,19,63,0.232,6th of 7,-7.47,92.1,1.8,104.1,-0.9,112.0,7.0,No,B. Hill (19-63),"S. Abdur-Rahim ,6.9",-7.900000000000006,19.024
867,1996-97,NBA,Vancouver Grizzlies,14,68,0.171,7th of 7,-10.17,88.4,-1.7,100.3,-6.4,111.8,5.1,No,"B. Winters (8-35), S. Jackson (6-33)","G. Anthony ,3.5",-11.5,14.022
868,1995-96,NBA,Vancouver Grizzlies,15,67,0.183,7th of 7,-9.55,91.0,-0.8,97.6,-10.0,108.5,0.9,No,B. Winters (15-67),"G. Anthony ,4.8",-10.900000000000006,15.006
870,2021-22,NBA,Miami Heat*,53,29,0.646,1st of 5,4.23,95.9,-2.3,113.7,1.7,109.1,-2.9,Lost E. Conf. Finals,E. Spoelstra (53-29),"J. Butler ,9.2",4.6000000000000085,52.972
871,2020-21,NBA,Miami Heat*,40,32,0.556,2nd of 5,-0.06,96.6,-2.6,111.2,-1.1,111.2,-1.1,Lost E. Conf. 1st Rnd.,E. Spoelstra (40-32),"J. Butler ,9.3",0.0,45.592000000000006
872,2019-20,NBA,Miami Heat*,44,29,0.603,1st of 5,2.59,98.3,-2.0,112.5,1.9,109.5,-1.1,Lost Finals,E. Spoelstra (44-29),"J. Butler ,9.0",3.0,49.446
873,2018-19,NBA,Miami Heat,39,43,0.476,3rd of 5,-0.45,98.2,-1.8,107.3,-3.1,107.6,-2.8,No,E. Spoelstra (39-43),"B. Adebayo ,6.8",-0.29999999999999716,39.032
874,2017-18,NBA,Miami Heat*,44,38,0.537,1st of 5,0.15,95.6,-1.7,106.8,-1.8,106.3,-2.3,Lost E. Conf. 1st Rnd.,E. Spoelstra (44-38),"K. Olynyk ,5.5",0.5,44.034000000000006
875,2016-17,NBA,Miami Heat,41,41,0.5,3rd of 5,0.77,95.2,-1.2,107.8,-1.0,106.7,-2.1,No,E. Spoelstra (41-41),"H. Whiteside ,9.5",1.0999999999999943,41.0
876,2015-16,NBA,Miami Heat*,48,34,0.585,1st of 5,1.5,93.6,-2.2,106.1,-0.3,104.4,-2.0,Lost E. Conf. Semis,E. Spoelstra (48-34),"H. Whiteside ,10.3",1.6999999999999886,47.97
877,2014-15,NBA,Miami Heat,37,45,0.451,3rd of 5,-2.92,90.9,-3.0,103.9,-1.7,106.7,1.1,No,E. Spoelstra (37-45),"L. Deng ,5.4",-2.799999999999997,36.982
878,2013-14,NBA,Miami Heat*,54,28,0.659,1st of 5,4.15,91.2,-2.7,110.9,4.2,105.8,-0.9,Lost Finals,E. Spoelstra (54-28),"L. James ,15.9",5.1000000000000085,54.038000000000004
879,2012-13,NBA,Miami Heat*,66,16,0.805,1st of 5,7.03,90.7,-1.3,112.3,6.4,103.7,-2.2,Won Finals,E. Spoelstra (66-16),"L. James ,19.3",8.599999999999994,66.01
880,2011-12,NBA,Miami Heat*,46,20,0.697,1st of 5,5.72,91.2,-0.1,106.6,2.0,100.2,-4.4,Won Finals,E. Spoelstra (46-20),"L. James ,14.5",6.3999999999999915,57.153999999999996
881,2010-11,NBA,Miami Heat*,58,24,0.707,1st of 5,6.76,90.9,-1.2,111.7,4.4,103.5,-3.8,Lost Finals,E. Spoelstra (58-24),"L. James ,15.6",8.200000000000003,57.974
882,2009-10,NBA,Miami Heat*,47,35,0.573,3rd of 5,1.99,89.6,-3.1,106.6,-1.0,104.1,-3.5,Lost E. Conf. 1st Rnd.,E. Spoelstra (47-35),"D. Wade ,13.0",2.5,46.986
883,2008-09,NBA,Miami Heat*,43,39,0.524,3rd of 5,0.49,89.9,-1.8,107.8,-0.5,107.6,-0.7,Lost E. Conf. 1st Rnd.,E. Spoelstra (43-39),"D. Wade ,14.7",0.20000000000000284,42.968
884,2007-08,NBA,Miami Heat,15,67,0.183,5th of 5,-8.53,90.2,-2.2,100.5,-7.0,110.0,2.5,No,P. Riley (15-67),"D. Wade ,3.3",-9.5,15.006
885,2006-07,NBA,Miami Heat*,44,38,0.537,1st of 5,-1.21,89.9,-2.0,104.3,-2.2,105.3,-1.2,Lost E. Conf. 1st Rnd.,P. Riley (44-38),"D. Wade ,8.8",-1.0,44.034000000000006
886,2005-06,NBA,Miami Heat*,52,30,0.634,1st of 5,3.59,91.6,1.1,108.7,2.5,104.5,-1.7,Won Finals,"S. Van Gundy (11-10), P. Riley (41-20)","D. Wade ,14.4",4.200000000000003,51.988
887,2004-05,NBA,Miami Heat*,59,23,0.72,1st of 5,5.77,90.8,-0.1,110.2,4.1,103.1,-3.0,Lost E. Conf. Finals,S. Van Gundy (59-23),"D. Wade ,11.0",7.1000000000000085,59.04
888,2003-04,NBA,Miami Heat*,42,40,0.512,2nd of 7,-0.13,88.0,-2.1,102.2,-0.7,101.7,-1.2,Lost E. Conf. Semis,S. Van Gundy (42-40),"E. Jones ,9.1",0.5,41.984
889,2002-03,NBA,Miami Heat,25,57,0.305,7th of 7,-5.13,87.8,-3.2,96.7,-6.9,102.4,-1.2,No,P. Riley (25-57),"B. Grant ,7.7",-5.700000000000003,25.009999999999998
890,2001-02,NBA,Miami Heat,36,46,0.439,6th of 7,-1.84,87.4,-3.3,98.5,-6.0,100.2,-4.3,No,P. Riley (36-46),"E. Jones ,10.5",-1.7000000000000028,35.998
891,2000-01,NBA,Miami Heat*,50,32,0.61,2nd of 7,1.73,87.1,-4.2,101.1,-1.9,98.5,-4.5,Lost E. Conf. 1st Rnd.,P. Riley (50-32),"A. Mason ,11.6",2.5999999999999943,50.019999999999996
892,1999-00,NBA,Miami Heat*,52,30,0.634,1st of 7,2.75,89.7,-3.4,104.5,0.4,101.0,-3.1,Lost E. Conf. Semis,P. Riley (52-30),"A. Mourning ,12.9",3.5,51.988
893,1998-99,NBA,Miami Heat*,33,17,0.66,1st of 7,5.11,84.8,-4.1,104.7,2.5,98.9,-3.3,Lost E. Conf. 1st Rnd.,P. Riley (33-17),"A. Mourning ,7.9",5.799999999999997,54.120000000000005
894,1997-98,NBA,Miami Heat*,55,27,0.671,1st of 7,5.09,87.9,-2.4,107.6,2.6,102.0,-3.0,Lost E. Conf. 1st Rnd.,P. Riley (55-27),"T. Hardaway ,11.7",5.599999999999994,55.022000000000006
895,1996-97,NBA,Miami Heat*,61,21,0.744,1st of 7,5.56,88.2,-1.9,106.8,0.1,100.6,-6.1,Lost E. Conf. Finals,P. Riley (61-21),"T. Hardaway ,12.9",6.200000000000003,61.008
896,1995-96,NBA,Miami Heat*,42,40,0.512,3rd of 7,1.46,91.1,-0.7,105.3,-2.3,103.8,-3.8,Lost E. Conf. 1st Rnd.,P. Riley (42-40),"A. Mourning ,9.9",1.5,41.984
897,1994-95,NBA,Miami Heat,32,50,0.39,4th of 7,-1.85,92.9,0.0,108.2,-0.1,109.9,1.6,No,"K. Loughery (17-29), A. Gentry (15-21)","G. Rice ,10.0",-1.7000000000000028,31.98
898,1993-94,NBA,Miami Heat*,42,40,0.512,4th of 7,2.4,93.8,-1.3,109.5,3.2,106.7,0.4,Lost E. Conf. 1st Rnd.,K. Loughery (42-40),"G. Rice ,10.2",2.799999999999997,41.984
899,1992-93,NBA,Miami Heat,36,46,0.439,5th of 7,-0.93,94.6,-2.2,107.7,-0.3,108.9,0.9,No,K. Loughery (36-46),"G. Long ,6.5",-1.2000000000000028,35.998
900,1991-92,NBA,Miami Heat*,38,44,0.463,4th of 7,-3.94,97.7,1.1,106.7,-1.5,110.9,2.7,Lost E. Conf. 1st Rnd.,K. Loughery (38-44),"G. Rice ,7.9",-4.200000000000003,37.966
901,1990-91,NBA,Miami Heat,24,58,0.293,6th of 6,-5.91,99.3,1.5,102.0,-5.9,108.1,0.2,No,R. Rothstein (24-58),"S. Douglas ,5.4",-6.099999999999994,24.026
902,1989-90,NBA,Miami Heat,18,64,0.22,5th of 6,-9.59,101.0,2.7,99.3,-8.8,108.9,0.8,No,R. Rothstein (18-64),"S. Douglas ,4.4",-9.600000000000009,18.04
903,1988-89,NBA,Miami Heat,15,67,0.183,6th of 6,-11.13,99.1,-1.5,97.8,-10.0,109.0,1.2,No,R. Rothstein (15-67),"G. Long ,4.6",-11.200000000000003,15.006
905,2021-22,NBA,Milwaukee Bucks*,51,31,0.622,1st of 5,3.22,99.9,1.7,115.1,3.1,111.8,-0.2,Lost E. Conf. Semis,M. Budenholzer (51-31),"G. Antetokounmpo ,12.9",3.299999999999997,51.004
906,2020-21,NBA,Milwaukee Bucks*,46,26,0.639,1st of 5,5.57,102.2,3.0,117.2,4.9,111.4,-0.9,Won Finals,M. Budenholzer (46-26),"G. Antetokounmpo ,10.2",5.799999999999997,52.398
907,2019-20,NBA,Milwaukee Bucks*,56,17,0.767,1st of 5,9.41,105.1,4.8,112.4,1.8,102.9,-7.7,Lost E. Conf. Semis,M. Budenholzer (56-17),"G. Antetokounmpo ,11.1",9.5,62.894
908,2018-19,NBA,Milwaukee Bucks*,60,22,0.732,1st of 5,8.04,103.3,3.3,113.8,3.4,105.2,-5.2,Lost E. Conf. Finals,M. Budenholzer (60-22),"G. Antetokounmpo ,14.4",8.599999999999994,60.024
909,2017-18,NBA,Milwaukee Bucks*,44,38,0.537,3rd of 5,-0.45,96.2,-1.1,109.8,1.2,110.1,1.5,Lost E. Conf. 1st Rnd.,"J. Kidd (23-22), J. Prunty (21-16)","G. Antetokounmpo ,11.9",-0.29999999999999716,44.034000000000006
910,2016-17,NBA,Milwaukee Bucks*,42,40,0.512,2nd of 5,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,Lost E. Conf. 1st Rnd.,J. Kidd (42-40),"G. Antetokounmpo ,12.4",-0.20000000000000284,41.984
911,2015-16,NBA,Milwaukee Bucks,33,49,0.402,5th of 5,-3.98,94.2,-1.6,104.3,-2.1,108.7,2.3,No,J. Kidd (33-49),"G. Monroe ,7.5",-4.400000000000006,32.964
912,2014-15,NBA,Milwaukee Bucks*,41,41,0.5,3rd of 5,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,Lost E. Conf. 1st Rnd.,J. Kidd (41-41),"K. Middleton ,6.7",0.5,41.0
913,2013-14,NBA,Milwaukee Bucks,15,67,0.183,5th of 5,-8.41,91.8,-2.1,103.0,-3.7,111.8,5.1,No,L. Drew (15-67),"J. Henson ,3.3",-8.799999999999997,15.006
914,2012-13,NBA,Milwaukee Bucks*,38,44,0.463,3rd of 5,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,Lost E. Conf. 1st Rnd.,"S. Skiles (16-16), J. Boylan (22-28)","E. İlyasova ,6.7",-1.6000000000000085,37.966
915,2011-12,NBA,Milwaukee Bucks,31,35,0.47,3rd of 5,-0.23,93.7,2.4,105.5,0.9,105.2,0.6,No,S. Skiles (31-35),"E. İlyasova ,6.4",0.29999999999999716,38.54
916,2010-11,NBA,Milwaukee Bucks,35,47,0.427,3rd of 5,-1.02,89.8,-2.3,101.6,-5.7,102.5,-4.8,No,S. Skiles (35-47),"A. Bogut ,5.4",-0.9000000000000057,35.013999999999996
917,2009-10,NBA,Milwaukee Bucks*,46,36,0.561,2nd of 5,1.37,91.7,-1.0,104.9,-2.7,103.1,-4.5,Lost E. Conf. 1st Rnd.,S. Skiles (46-36),"A. Bogut ,7.5",1.8000000000000114,46.002
918,2008-09,NBA,Milwaukee Bucks,34,48,0.415,5th of 5,-0.88,92.6,0.9,106.7,-1.6,107.9,-0.4,No,S. Skiles (34-48),"R. Jefferson ,6.6",-1.2000000000000028,34.03
919,2007-08,NBA,Milwaukee Bucks,26,56,0.317,5th of 5,-6.92,91.3,-1.1,105.3,-2.2,112.8,5.3,No,L. Krystkowiak (26-56),"M. Redd ,5.8",-7.5,25.994
920,2006-07,NBA,Milwaukee Bucks,28,54,0.341,5th of 5,-4.43,92.3,0.4,107.0,0.5,111.7,5.2,No,"T. Stotts (23-41), L. Krystkowiak (5-13)","M. Redd ,6.1",-4.700000000000003,27.962000000000003
921,2005-06,NBA,Milwaukee Bucks*,40,42,0.488,5th of 5,-1.07,91.2,0.7,106.3,0.1,107.4,1.2,Lost E. Conf. 1st Rnd.,T. Stotts (40-42),"M. Redd ,10.8",-1.1000000000000085,40.016
922,2004-05,NBA,Milwaukee Bucks,30,52,0.366,5th of 5,-3.09,90.8,-0.1,106.6,0.5,109.8,3.7,No,T. Porter (30-52),"M. Redd ,6.2",-3.200000000000003,30.012
923,2003-04,NBA,Milwaukee Bucks*,41,41,0.5,4th of 8,0.42,91.6,1.5,106.5,3.6,105.4,2.5,Lost E. Conf. 1st Rnd.,T. Porter (41-41),"M. Redd ,9.7",1.0999999999999943,41.0
924,2002-03,NBA,Milwaukee Bucks*,42,40,0.512,4th of 8,-0.24,90.4,-0.6,108.8,5.2,108.6,5.0,Lost E. Conf. 1st Rnd.,G. Karl (42-40),"S. Cassell ,9.6",0.20000000000000284,41.984
925,2001-02,NBA,Milwaukee Bucks,41,41,0.5,5th of 8,-0.62,90.2,-0.5,106.9,2.4,107.1,2.6,No,G. Karl (41-41),"R. Allen ,8.9",-0.19999999999998863,41.0
926,2000-01,NBA,Milwaukee Bucks*,52,30,0.634,1st of 8,3.14,92.1,0.8,108.8,5.8,104.6,1.6,Lost E. Conf. Finals,G. Karl (52-30),"R. Allen ,13.7",4.200000000000003,51.988
927,1999-00,NBA,Milwaukee Bucks*,42,40,0.512,5th of 8,-0.06,92.7,-0.4,108.2,4.1,107.9,3.8,Lost E. Conf. 1st Rnd.,G. Karl (42-40),"R. Allen ,10.1",0.29999999999999716,41.984
928,1998-99,NBA,Milwaukee Bucks*,28,22,0.56,4th of 8,1.66,87.0,-1.9,104.9,2.7,103.0,0.8,Lost E. Conf. 1st Rnd.,G. Karl (28-22),"R. Allen ,5.2",1.9000000000000057,45.92
929,1997-98,NBA,Milwaukee Bucks,36,46,0.439,7th of 8,-1.33,90.2,-0.1,103.5,-1.5,105.6,0.6,No,C. Ford (36-46),"R. Allen ,7.0",-2.0999999999999943,35.998
930,1996-97,NBA,Milwaukee Bucks,33,49,0.402,7th of 8,-1.38,89.5,-0.6,106.2,-0.5,108.3,1.6,No,C. Ford (33-49),"V. Baker ,8.3",-2.0999999999999943,32.964
931,1995-96,NBA,Milwaukee Bucks,25,57,0.305,7th of 8,-4.92,90.2,-1.6,105.6,-2.0,111.5,3.9,No,M. Dunleavy (25-57),"V. Baker ,6.2",-5.900000000000006,25.009999999999998
932,1994-95,NBA,Milwaukee Bucks,34,48,0.415,6th of 7,-4.3,92.7,-0.2,106.2,-2.1,110.9,2.6,No,M. Dunleavy (34-48),"V. Baker ,5.8",-4.700000000000003,34.03
933,1993-94,NBA,Milwaukee Bucks,20,62,0.244,6th of 7,-6.24,94.5,-0.6,102.5,-3.8,109.3,3.0,No,M. Dunleavy (20-62),"E. Murdock ,7.2",-6.799999999999997,20.008
934,1992-93,NBA,Milwaukee Bucks,28,54,0.341,7th of 7,-3.26,96.1,-0.7,106.2,-1.8,110.1,2.1,No,M. Dunleavy (28-54),"E. Murdock ,6.1",-3.8999999999999915,27.962000000000003
935,1991-92,NBA,Milwaukee Bucks,31,51,0.378,6th of 7,-1.46,95.5,-1.1,108.8,0.6,110.6,2.4,No,"D. Harris (8-9), F. Hamblen (23-42)","M. Malone ,7.8",-1.7999999999999972,30.996
936,1990-91,NBA,Milwaukee Bucks*,48,34,0.585,3rd of 7,2.33,96.1,-1.7,109.7,1.8,107.2,-0.7,Lost E. Conf. 1st Rnd.,D. Harris (48-34),"J. Humphries ,8.6",2.5,47.97
937,1989-90,NBA,Milwaukee Bucks*,44,38,0.537,3rd of 7,-1.06,98.0,-0.3,107.3,-0.8,108.1,0.0,Lost E. Conf. 1st Rnd.,D. Harris (44-38),"J. Humphries ,7.6",-0.7999999999999972,44.034000000000006
938,1988-89,NBA,Milwaukee Bucks*,49,33,0.598,4th of 6,4.11,98.6,-2.0,110.1,2.3,106.4,-1.4,Lost E. Conf. Semis,D. Harris (49-33),"J. Sikma ,8.1",3.6999999999999886,49.036
939,1987-88,NBA,Milwaukee Bucks*,42,40,0.512,4th of 6,1.21,97.6,-2.0,108.2,0.2,107.6,-0.4,Lost E. Conf. 1st Rnd.,D. Harris (42-40),"J. Sikma ,9.4",0.6000000000000085,41.984
940,1986-87,NBA,Milwaukee Bucks*,50,32,0.61,3rd of 6,4.04,100.3,-0.5,109.5,1.2,105.6,-2.7,Lost E. Conf. Semis,D. Nelson (50-32),"R. Pierce ,9.4",3.9000000000000057,50.019999999999996
941,1985-86,NBA,Milwaukee Bucks*,57,25,0.695,1st of 6,8.69,102.1,0.0,111.4,4.2,102.7,-4.5,Lost E. Conf. Finals,D. Nelson (57-25),"S. Moncrief ,11.7",8.700000000000003,56.989999999999995
942,1984-85,NBA,Milwaukee Bucks*,59,23,0.72,1st of 6,6.69,99.7,-2.4,110.5,2.6,103.6,-4.3,Lost E. Conf. Semis,D. Nelson (59-23),"S. Moncrief ,11.2",6.900000000000006,59.04
943,1983-84,NBA,Milwaukee Bucks*,50,32,0.61,1st of 6,4.04,96.9,-4.5,107.8,0.2,103.6,-4.0,Lost E. Conf. Finals,D. Nelson (50-32),"S. Moncrief ,12.7",4.200000000000003,50.019999999999996
944,1982-83,NBA,Milwaukee Bucks*,51,31,0.622,1st of 6,4.32,100.0,-3.1,105.8,1.1,101.4,-3.3,Lost E. Conf. Finals,D. Nelson (51-31),"S. Moncrief ,13.2",4.3999999999999915,51.004
945,1981-82,NBA,Milwaukee Bucks*,55,27,0.671,1st of 6,5.38,100.0,-0.9,107.7,0.8,102.3,-4.6,Lost E. Conf. Semis,D. Nelson (55-27),"S. Moncrief ,13.4",5.400000000000006,55.022000000000006
946,1980-81,NBA,Milwaukee Bucks*,60,22,0.732,1st of 6,7.14,103.6,1.8,108.7,3.2,101.8,-3.7,Lost E. Conf. Semis,D. Nelson (60-22),"M. Johnson ,11.2",6.900000000000006,60.024
947,1979-80,NBA,Milwaukee Bucks*,49,33,0.598,1st of 5,3.57,102.4,-0.7,106.8,1.5,102.9,-2.4,Lost W. Conf. Semis,D. Nelson (49-33),"M. Johnson ,11.5",3.8999999999999915,49.036
948,1978-79,NBA,Milwaukee Bucks,38,44,0.463,3rd of 5,2.12,106.5,0.7,106.0,2.2,104.0,0.2,No,D. Nelson (38-44),"M. Johnson ,12.2",2.0,37.966
949,1977-78,NBA,Milwaukee Bucks*,44,38,0.537,2nd of 6,-0.59,108.7,2.0,101.8,0.9,102.4,1.5,Lost W. Conf. Semis,D. Nelson (44-38),"M. Johnson ,10.6",-0.6000000000000085,44.034000000000006
950,1976-77,NBA,Milwaukee Bucks,30,52,0.366,6th of 6,-2.99,108.3,1.8,100.0,0.5,102.9,3.4,No,"L. Costello (3-15), D. Nelson (27-37)","S. Nater ,6.9",-2.9000000000000057,30.012
